class,samples,v4_top1,v6_top1,avg_top1,conf_top1,trust_top1,oracle_top1
play_tambourine,3,0.0,0.0,0.0,0.0,0.0,0.0
play_thereminvox,3,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
play_timpani,3,0.0,0.0,0.0,0.0,0.0,0.0
play_triangle,3,0.0,0.0,0.0,0.0,0.0,0.0
play_trombone,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
play_trumpet,3,0.0,0.0,0.0,0.0,0.0,0.0
play_ukulele,3,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
play_viola,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
play_violin,3,0.0,0.0,0.0,0.0,0.0,0.0
play_xylophone,3,0.0,0.0,0.0,0.0,0.0,0.0
play_yangqin,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
play_yoyo,3,0.0,0.0,0.0,0.0,33.333333333333336,0.0
playing_bass_drum,3,0.0,0.0,0.0,0.0,0.0,0.0
playing_cajon_drum,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
playing_conga_drum,3,66.66666666666667,100.0,100.0,100.0,100.0,100.0
playing_nunchucks,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
playing_rubiks_cube,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
playing_seesaw,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
playing_snare_drum,3,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0,33.333333333333336
playing_swing,3,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
playing_taiko_drum,3,0.0,0.0,0.0,0.0,0.0,0.0
plunging_toilet,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
pole_vault_jump,3,33.333333333333336,66.66666666666667,66.66666666666667,33.333333333333336,100.0,66.66666666666667
pole_vault_run,3,100.0,66.66666666666667,100.0,100.0,100.0,100.0
pottery_wheel,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
pouring_wine,3,0.0,33.333333333333336,0.0,0.0,0.0,33.333333333333336
pull_ups,3,100.0,66.66666666666667,100.0,100.0,100.0,100.0
punching_sandbag,3,66.66666666666667,33.333333333333336,100.0,100.0,100.0,66.66666666666667
punching_speedbag,3,66.66666666666667,100.0,100.0,100.0,100.0,100.0
push_car,3,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
push_wheelchair,3,0.0,0.0,0.0,0.0,0.0,0.0
push_wheelchair_alone,3,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667
pushup,3,100.0,100.0,100.0,100.0,100.0,100.0
putting_scarf_on,3,100.0,100.0,100.0,100.0,100.0,100.0
quadruped_hip-extension,3,100.0,100.0,100.0,100.0,100.0,100.0
racewalk_walk,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
read_newspaper,3,0.0,0.0,0.0,0.0,0.0,0.0
reading_book,3,0.0,0.0,0.0,0.0,0.0,0.0
remove_car_tire,3,0.0,0.0,0.0,0.0,0.0,0.0
rescue_breathing,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
ride_bike,3,0.0,0.0,0.0,0.0,0.0,0.0
ride_horse,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
ride_motorcycle,3,0.0,0.0,0.0,0.0,0.0,0.0
ride_scooter,3,0.0,0.0,0.0,0.0,0.0,0.0
riding_elephant,3,0.0,0.0,0.0,0.0,0.0,0.0
riding_mechanical_bull,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
rock_balancing,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
rock_paper_scissors,3,0.0,0.0,0.0,0.0,0.0,0.0
roller-skating_backward,3,0.0,0.0,0.0,0.0,0.0,0.0
roller-skating_forward,3,0.0,0.0,0.0,0.0,0.0,0.0
rolling_snow,3,0.0,0.0,0.0,0.0,0.0,0.0
rowing_boat,3,0.0,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
running_in_place,3,33.333333333333336,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
running_on_four,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
runway_walk,3,66.66666666666667,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667
sack_race,3,0.0,0.0,0.0,0.0,0.0,0.0
salute,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
sandboarding_forward,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
screw_car_tire,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
scuba_diving,3,0.0,0.0,0.0,0.0,0.0,0.0
segway,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
shake_cocktail,3,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
shaking_head,3,33.333333333333336,0.0,0.0,0.0,66.66666666666667,33.333333333333336
shaving_beard,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
shoe_shining,3,0.0,0.0,0.0,0.0,0.0,0.0
shoot_dance,3,100.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,100.0
shooting_handgun,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
shooting_shotgun,3,0.0,0.0,0.0,0.0,0.0,0.0
shotput_throw,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
shoveling_snow,3,0.0,0.0,0.0,0.0,0.0,0.0
shuffle_dance,3,0.0,0.0,0.0,0.0,0.0,0.0
side_lunge,3,100.0,100.0,100.0,100.0,100.0,100.0
situp,3,100.0,33.333333333333336,100.0,100.0,100.0,100.0
skateboard_forward,3,0.0,0.0,0.0,0.0,0.0,0.0
skateboard_grind,3,0.0,0.0,0.0,0.0,0.0,0.0
skateboard_jump,3,66.66666666666667,100.0,66.66666666666667,66.66666666666667,66.66666666666667,100.0
ski_backflip,3,0.0,0.0,0.0,0.0,0.0,0.0
ski_cork,3,33.333333333333336,0.0,0.0,0.0,0.0,33.333333333333336
ski_frontflip,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
ski_jump_land,3,33.333333333333336,100.0,66.66666666666667,33.333333333333336,66.66666666666667,100.0
ski_jump_midair,3,100.0,100.0,100.0,100.0,100.0,100.0
ski_jump_slide,3,0.0,33.333333333333336,33.333333333333336,0.0,33.333333333333336,33.333333333333336
skydiving,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
sledgehammer_strike_down,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
sling,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
slingshot,3,33.333333333333336,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667
smoking_exhale,3,0.0,33.333333333333336,0.0,0.0,33.333333333333336,33.333333333333336
smoking_inhale,3,0.0,0.0,0.0,0.0,0.0,0.0
snorkeling,3,33.333333333333336,0.0,33.333333333333336,0.0,33.333333333333336,33.333333333333336
snow_angel,3,33.333333333333336,0.0,0.0,0.0,0.0,33.333333333333336
snowboard_jump,3,0.0,0.0,0.0,0.0,0.0,0.0
snowboard_slide,3,0.0,0.0,0.0,0.0,0.0,0.0
soccer_dribble,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
soccer_header,3,33.333333333333336,0.0,0.0,0.0,0.0,33.333333333333336
soccer_save,3,33.333333333333336,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
soccer_shoot,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
soccer_throw,3,100.0,33.333333333333336,100.0,100.0,100.0,100.0
softball_pitch,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
speed_stack,3,66.66666666666667,100.0,100.0,100.0,100.0,100.0
speedskating_forward,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
spinning_basketball,3,0.0,33.333333333333336,0.0,0.0,33.333333333333336,33.333333333333336
spinning_book,3,0.0,0.0,0.0,0.0,0.0,0.0
spinning_plate,3,33.333333333333336,66.66666666666667,100.0,66.66666666666667,66.66666666666667,66.66666666666667
spitting_on_face,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
split_leap,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
spraying_wall,3,0.0,0.0,0.0,0.0,0.0,0.0
sprint_kneel,3,100.0,66.66666666666667,100.0,100.0,100.0,100.0
sprint_run,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
sprint_start,3,66.66666666666667,100.0,100.0,100.0,100.0,100.0
squash_backhand,3,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
squash_forehand,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
sticking tongue out,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
stomping_grapes,3,0.0,0.0,0.0,0.0,0.0,0.0
stone_skipping,3,0.0,0.0,0.0,0.0,0.0,0.0
styling_hair,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
surfing,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
swimming_backstroke,3,0.0,66.66666666666667,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667
swimming_breast_stroke,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
swimming_butterfly_stroke,3,0.0,0.0,0.0,0.0,0.0,0.0
swimming_freestyle,3,0.0,0.0,0.0,0.0,0.0,0.0
swinging_axe_on_a_tree,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
sword_swallowing,3,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,33.333333333333336,66.66666666666667
taekwondo_high_block,3,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
taekwondo_kick,3,66.66666666666667,100.0,66.66666666666667,100.0,66.66666666666667,100.0
taekwondo_low_block,3,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
taekwondo_middle_block,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
taekwondo_punch,3,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
taichi_fan,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
taking_photo_camera,3,0.0,33.333333333333336,0.0,0.0,33.333333333333336,33.333333333333336
taking_selfie,3,0.0,0.0,0.0,0.0,0.0,0.0
talking_megaphone,3,0.0,0.0,0.0,0.0,0.0,0.0
talking_on_phone,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667,33.333333333333336
tap_dancing,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
tennis_backhand,3,66.66666666666667,0.0,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
tennis_forehand,3,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667
tennis_serve,3,100.0,33.333333333333336,100.0,100.0,100.0,100.0
three_legged_race,3,0.0,0.0,0.0,0.0,0.0,0.0
throw_boomerang,3,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667,0.0,33.333333333333336
throw_paper-plane,3,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667
throwing_bouquet,3,66.66666666666667,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
tight-rope_walking,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
tire_pull,3,33.333333333333336,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
tire_sled,3,0.0,0.0,0.0,0.0,0.0,0.0
trampoline,3,0.0,0.0,0.0,0.0,33.333333333333336,0.0
trapeze_interacting,3,0.0,0.0,0.0,0.0,0.0,0.0
trapeze_single,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
triple_jump_jump,3,100.0,100.0,100.0,100.0,100.0,100.0
triple_jump_run,3,0.0,0.0,0.0,0.0,0.0,0.0
tug_of_war,3,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
underarm_turn,3,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
unevenbar_cross,3,0.0,0.0,0.0,0.0,0.0,0.0
unevenbar_flip,3,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,100.0,66.66666666666667
unevenbar_jump,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
unevenbar_land,3,0.0,0.0,0.0,0.0,0.0,0.0
unevenbar_spin,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
unicycle_ride,3,66.66666666666667,0.0,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
using_inhaler,3,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
using_lawn_mower,3,33.333333333333336,100.0,66.66666666666667,33.333333333333336,66.66666666666667,100.0
using_lawn_mower_riding_type,3,33.333333333333336,66.66666666666667,33.333333333333336,33.333333333333336,33.333333333333336,66.66666666666667
using_metal_detector,3,33.333333333333336,0.0,0.0,0.0,0.0,33.333333333333336
using_scythe,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
using_spinning_wheel,3,0.0,0.0,0.0,0.0,0.0,0.0
using_string_trimmer,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
using_typewriter,3,0.0,0.0,0.0,0.0,0.0,0.0
volleyball_overhand,3,0.0,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,33.333333333333336
volleyball_pass,3,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
volleyball_set,3,100.0,66.66666666666667,100.0,100.0,100.0,100.0
volleyball_underhand,3,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,33.333333333333336,66.66666666666667
walking_on_stilts,3,0.0,0.0,0.0,0.0,0.0,0.0
walking_with_crutches,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
walking_with_walker,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
wall_paint_brush,3,0.0,0.0,0.0,0.0,0.0,0.0
wall_paint_roller,3,66.66666666666667,33.333333333333336,100.0,100.0,100.0,66.66666666666667
washing_clothes,3,0.0,0.0,0.0,0.0,0.0,0.0
washing_dishes,3,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
water_skiing,3,0.0,0.0,0.0,0.0,0.0,0.0
watering_plants,3,0.0,0.0,0.0,0.0,0.0,0.0
wear_face_mask,3,66.66666666666667,100.0,100.0,100.0,100.0,100.0
wear_helmet,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
weightlifting_hang,3,100.0,100.0,100.0,100.0,100.0,100.0
weightlifting_overhead,3,100.0,100.0,100.0,100.0,100.0,100.0
weightlifting_stand,3,100.0,100.0,100.0,100.0,100.0,100.0
whipping,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
whistle_one_hand,3,100.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,100.0
whistle_two_hands,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
windsurfing,3,0.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336
workout_chest-pull,3,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
workout_crunch,3,100.0,100.0,100.0,100.0,100.0,100.0
yawning,3,0.0,0.0,0.0,0.0,0.0,0.0
yoga_bridge,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_cat,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_dancer,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_firefly,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_fish,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_gate,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_locust,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
yoga_lotus,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_pigeon,3,66.66666666666667,100.0,100.0,100.0,100.0,100.0
yoga_tree,3,100.0,100.0,100.0,100.0,100.0,100.0
yoga_triangle,3,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667
yoga_updog,3,100.0,100.0,100.0,100.0,100.0,100.0
